,survey_information,survey_information,,covid_19,covid_19,know_people_sick,know_people_sick,wear_a_mask,wear_a_mask,financial_concern,financial_concern,food_lackness_concern,food_lackness_concern
,region_where_applied,survey_date,survey_date_short,indicator_percentage,sample_size,indicator_percentage,sample_size,indicator_percentage,sample_size,indicator_percentage,sample_size,indicator_percentage,sample_size
0,Aguascalientes,2020-11-23,2020-11,0.023153,8453,0.259751,7956,0.899553,7455,0.630136,6991,0.418631,6983
1,Aguascalientes,2020-11-24,2020-11,0.0201,9490,0.232736,8981,0.901764,8354,0.619214,7853,0.417379,7845
2,Aguascalientes,2020-11-25,2020-11,0.02505,9540,0.241733,8946,0.895622,8367,0.617742,7832,0.41534,7826
3,Aguascalientes,2020-11-26,2020-11,0.025956,9315,0.236839,8774,0.901008,8205,0.624745,7676,0.425219,7666
4,Aguascalientes,2020-11-27,2020-11,0.022256,9430,0.23537,8873,0.891489,8256,0.589907,7710,0.400846,7694
5,Aguascalientes,2020-11-28,2020-11,0.021651,9408,0.242719,8864,0.898154,8255,0.605813,7731,0.406404,7722
6,Aguascalientes,2020-11-29,2020-11,0.023012,9584,0.248521,9029,0.894888,8486,0.609899,8023,0.412488,8016
7,Aguascalientes,2020-11-30,2020-11,0.022363,9851,0.245097,9330,0.88904,8674,0.613499,8123,0.414566,8114
8,Aguascalientes,2020-12-01,2020-12,0.023906,9948,0.241851,9379,0.892697,8744,0.609179,8178,0.415534,8167
9,Aguascalientes,2020-12-02,2020-12,0.024988,9954,0.247483,9385,0.898502,8779,0.624419,8250,0.423605,8232
10,Aguascalientes,2020-12-03,2020-12,0.024881,9867,0.235834,9308,0.890064,8767,0.620736,8230,0.427282,8225
11,Aguascalientes,2020-12-04,2020-12,0.020804,9635,0.242439,9076,0.896466,8526,0.627471,7946,0.421572,7937
12,Aguascalientes,2020-12-05,2020-12,0.02308,9041,0.23803,8499,0.901317,8013,0.614438,7480,0.411524,7473
13,Aguascalientes,2020-12-06,2020-12,0.0215,9505,0.251462,8944,0.901819,8352,0.617632,7844,0.410231,7835
14,Aguascalientes,2020-12-07,2020-12,0.022052,9223,0.245526,8755,0.899826,8216,0.606092,7701,0.411122,7695
15,Aguascalientes,2020-12-08,2020-12,0.019934,9166,0.247437,8708,0.905353,8126,0.605349,7619,0.405337,7611
16,Aguascalientes,2020-12-09,2020-12,0.023227,9446,0.24733,8927,0.896631,8402,0.592926,7899,0.402285,7886
17,Aguascalientes,2020-12-10,2020-12,0.024768,9196,0.238505,8677,0.895939,7720,0.607999,7215,0.415662,7200
18,Aguascalientes,2020-12-11,2020-12,0.018723,8668,0.25478,8228,0.90188,7681,0.615829,7203,0.421062,7199
19,Aguascalientes,2020-12-12,2020-12,0.02501,8496,0.251619,8051,0.893502,7545,0.603137,7121,0.399068,7111
20,Aguascalientes,2020-12-13,2020-12,0.020927,9177,0.245119,8693,0.900853,8106,0.59774,7639,0.394567,7629
21,Aguascalientes,2020-12-14,2020-12,0.022741,14631,0.257448,13837,0.897892,12945,0.615217,12152,0.408138,12148
22,Aguascalientes,2020-12-15,2020-12,0.024831,11991,0.265736,11321,0.899342,10628,0.604695,9990,0.413812,9969
23,Aguascalientes,2020-12-16,2020-12,0.023587,11067,0.255639,10493,0.896777,9866,0.609608,9306,0.4036,9297
24,Aguascalientes,2020-12-17,2020-12,0.022697,10666,0.267599,10097,0.893905,9463,0.612933,8916,0.408418,8904
25,Aguascalientes,2020-12-18,2020-12,0.027784,10241,0.255651,9632,0.898183,9065,0.607943,8525,0.420214,8516
26,Aguascalientes,2020-12-19,2020-12,0.026714,10135,0.263214,9550,0.896737,8903,0.59758,8347,0.400614,8334
27,Aguascalientes,2020-12-20,2020-12,0.024013,10709,0.25663,10106,0.901562,9516,0.601293,8990,0.402231,8977
28,Aguascalientes,2020-12-21,2020-12,0.020288,10889,0.269043,10319,0.904519,9399,0.636985,8816,0.43288,8807
29,Aguascalientes,2020-12-22,2020-12,0.020944,11296,0.270915,10723,0.904674,9753,0.630606,9142,0.42883,9128
30,Aguascalientes,2020-12-23,2020-12,0.023877,10926,0.28024,10336,0.908398,9376,0.638832,8805,0.428809,8796
31,Aguascalientes,2020-12-24,2020-12,0.02283,9029,0.281828,8499,0.912995,7682,0.602056,7193,0.393782,7180
32,Aguascalientes,2020-12-25,2020-12,0.023172,9270,0.264675,8774,0.915363,7941,0.590452,7446,0.377872,7439
33,Aguascalientes,2020-12-26,2020-12,0.023854,11046,0.268932,10441,0.904178,9470,0.591813,8863,0.409062,8845
34,Aguascalientes,2020-12-27,2020-12,0.025013,11486,0.276141,10883,0.912478,9988,0.61355,9402,0.404898,9400
35,Aguascalientes,2020-12-28,2020-12,0.024024,11262,0.276783,10704,0.900686,9747,0.614035,9136,0.409278,9132
36,Aguascalientes,2020-12-29,2020-12,0.025406,11624,0.279241,10998,0.911571,10037,0.614136,9400,0.416815,9377
37,Aguascalientes,2020-12-30,2020-12,0.029829,11007,0.284449,10372,0.904015,9457,0.63356,8861,0.435588,8852
38,Aguascalientes,2020-12-31,2020-12,0.025434,9156,0.301304,8628,0.902735,7818,0.624568,7301,0.431351,7294
39,Aguascalientes,2021-01-01,2021-1,0.027558,8937,0.297203,8414,0.90922,7359,0.59554,6927,0.392477,6927
40,Aguascalientes,2021-01-02,2021-1,0.027343,10813,0.294187,10179,0.90779,9292,0.602062,8725,0.398245,8719
41,Aguascalientes,2021-01-03,2021-1,0.025659,11615,0.295818,10996,0.896743,10054,0.601363,9456,0.412887,9439
42,Aguascalientes,2021-01-04,2021-1,0.026586,11789,0.291663,11132,0.89462,10122,0.608003,9473,0.413538,9458
43,Aguascalientes,2021-01-05,2021-1,0.028375,11801,0.309154,11145,0.903974,10164,0.629828,9512,0.431094,9503
44,Aguascalientes,2021-01-06,2021-1,0.027781,11468,0.312398,10806,0.900617,9823,0.613215,9209,0.423092,9203
45,Aguascalientes,2021-01-07,2021-1,0.02802,11489,0.325794,10829,0.901763,9837,0.621453,9235,0.422934,9223
46,Aguascalientes,2021-01-08,2021-1,0.025087,11570,0.321692,10920,0.900221,9877,0.629742,9277,0.442448,9266
47,Aguascalientes,2021-01-09,2021-1,0.028728,11166,0.333144,10512,0.896391,9538,0.612191,8949,0.416233,8939
48,Aguascalientes,2021-01-10,2021-1,0.02899,11634,0.338563,11025,0.893083,10041,0.62121,9417,0.436893,9402
49,Aguascalientes,2021-01-11,2021-1,0.025882,12380,0.336354,11681,0.897999,10623,0.634896,9962,0.443429,9948
50,Aguascalientes,2021-01-12,2021-1,0.025214,12219,0.330273,11521,0.897482,10483,0.628967,9813,0.445053,9799
51,Aguascalientes,2021-01-13,2021-1,0.033741,11718,0.335827,11068,0.901408,10028,0.634003,9386,0.443795,9376
52,Aguascalientes,2021-01-14,2021-1,0.032466,11203,0.341764,10604,0.890825,9662,0.652804,9012,0.453565,9000
53,Aguascalientes,2021-01-15,2021-1,0.027521,10707,0.352659,10094,0.890769,9169,0.637543,8551,0.453034,8533
54,Aguascalientes,2021-01-16,2021-1,0.028069,10632,0.359796,10053,0.895132,9135,0.643478,8574,0.443419,8565
55,Aguascalientes,2021-01-17,2021-1,0.02836,11481,0.347804,10821,0.900683,9824,0.632075,9176,0.451608,9167
56,Aguascalientes,2021-01-18,2021-1,0.026321,11636,0.347763,10987,0.899436,9957,0.630937,9251,0.449232,9245
57,Aguascalientes,2021-01-19,2021-1,0.028009,11752,0.352946,11128,0.898541,10083,0.631651,9408,0.455216,9396
58,Aguascalientes,2021-01-20,2021-1,0.027692,12109,0.366027,11415,0.899229,10383,0.634057,9728,0.438226,9716
59,Aguascalientes,2021-01-21,2021-1,0.029858,12240,0.364684,11581,0.898512,10486,0.643108,9804,0.443104,9786
60,Aguascalientes,2021-01-22,2021-1,0.027522,11426,0.358522,10801,0.899615,9773,0.625657,9121,0.454531,9116
61,Aguascalientes,2021-01-23,2021-1,0.027433,11310,0.369648,10692,0.901534,9690,0.635736,9041,0.446446,9035
62,Aguascalientes,2021-01-24,2021-1,0.02715,11810,0.362336,11145,0.911272,10096,0.630131,9544,0.439029,9532
63,Aguascalientes,2021-01-25,2021-1,0.028547,12215,0.361396,11607,0.902883,10543,0.64336,9857,0.457773,9845
64,Aguascalientes,2021-01-26,2021-1,0.023933,11917,0.366338,11253,0.904772,10233,0.65069,9602,0.477296,9596
65,Aguascalientes,2021-01-27,2021-1,0.021109,12232,0.356876,11543,0.903237,10508,0.63213,9852,0.441583,9840
66,Aguascalientes,2021-01-28,2021-1,0.025193,11357,0.35719,10777,0.90077,9762,0.649242,9151,0.45881,9142
67,Aguascalientes,2021-01-29,2021-1,0.021547,9851,0.351437,9272,0.893424,8402,0.631942,7863,0.44717,7852
68,Aguascalientes,2021-01-30,2021-1,0.025186,9476,0.34905,8954,0.901811,8137,0.622941,7633,0.430218,7621
69,Aguascalientes,2021-01-31,2021-1,0.023357,9595,0.341651,9059,0.902397,8202,0.6382,7690,0.435028,7682
70,Aguascalientes,2021-02-01,2021-2,0.024613,7477,0.353936,7070,0.909324,6150,0.630983,5764,0.439213,5757
71,Aguascalientes,2021-02-02,2021-2,0.022645,9146,0.313685,8643,0.902684,7823,0.639428,7378,0.458144,7369
72,Aguascalientes,2021-02-03,2021-2,0.018474,11664,0.330387,10970,0.907992,10014,0.633608,9449,0.446462,9434
73,Aguascalientes,2021-02-04,2021-2,0.019595,10232,0.333053,9712,0.907259,8878,0.628054,8411,0.444192,8401
74,Aguascalientes,2021-02-05,2021-2,0.021791,9138,0.320826,8621,0.904082,7863,0.628032,7431,0.430901,7427
75,Aguascalientes,2021-02-06,2021-2,0.021237,8935,0.319771,8418,0.903888,7558,0.619982,7170,0.439613,7171
76,Aguascalientes,2021-02-07,2021-2,0.019606,9007,0.325217,8496,0.901862,7627,0.616277,7271,0.424665,7260
77,Aguascalientes,2021-02-08,2021-2,0.020418,9206,0.313195,8676,0.9019,7774,0.623168,7398,0.432711,7385
78,Aguascalientes,2021-02-09,2021-2,0.021758,9225,0.309051,8720,0.902649,7818,0.62146,7414,0.440361,7408
79,Aguascalientes,2021-02-10,2021-2,0.022925,9020,0.302482,8544,0.907268,7656,0.634522,7260,0.451081,7255
80,Aguascalientes,2021-02-11,2021-2,0.020926,8591,0.301004,8119,0.902703,7353,0.624298,6994,0.434217,6980
81,Aguascalientes,2021-02-12,2021-2,0.02175,12702,0.305506,11986,0.904593,10738,0.613046,10229,0.429158,10218
82,Aguascalientes,2021-02-13,2021-2,0.023822,9516,0.285549,9013,0.906142,8063,0.615513,7657,0.428127,7651
83,Aguascalientes,2021-02-14,2021-2,0.017848,8274,0.2881,7820,0.91388,6982,0.628427,6649,0.438111,6643
84,Aguascalientes,2021-02-15,2021-2,0.019422,9072,0.285075,8589,0.901748,7674,0.614402,7258,0.42656,7243
85,Aguascalientes,2021-02-16,2021-2,0.021796,9333,0.279405,8789,0.901906,7829,0.615606,7452,0.412147,7442
86,Aguascalientes,2021-02-17,2021-2,0.019626,9215,0.273882,8686,0.908501,7815,0.618171,7436,0.438449,7422
87,Aguascalientes,2021-02-18,2021-2,0.018112,8810,0.279476,8329,0.905104,7493,0.621667,7081,0.432626,7070
88,Aguascalientes,2021-02-19,2021-2,0.021726,8579,0.265034,8033,0.898882,7228,0.611995,6860,0.421218,6846
89,Aguascalientes,2021-02-20,2021-2,0.021391,8168,0.265986,7696,0.908523,6885,0.591048,6565,0.414047,6555
90,Aguascalientes,2021-02-21,2021-2,0.018885,8481,0.252188,7997,0.908761,7205,0.595263,6855,0.419352,6847
91,Aguascalientes,2021-02-22,2021-2,0.016661,8881,0.245858,8362,0.908105,7459,0.609182,7054,0.409585,7046
92,Aguascalientes,2021-02-23,2021-2,0.017954,8966,0.245188,8461,0.905997,7611,0.602056,7228,0.421057,7212
93,Aguascalientes,2021-02-25,2021-2,0.019563,8495,0.246692,8035,0.907072,7265,0.617169,6910,0.424166,6906
94,Aguascalientes,2021-02-26,2021-2,0.02078,7774,0.255463,7323,0.900132,6553,0.599621,6207,0.421349,6200
95,Aguascalientes,2021-02-27,2021-2,0.021631,7625,0.255184,7173,0.911892,6372,0.591148,6032,0.390029,6025
96,Aguascalientes,2021-02-28,2021-2,0.018647,7953,0.249205,7464,0.910492,6682,0.611013,6371,0.420305,6361
97,Aguascalientes,2021-03-01,2021-3,0.021061,8293,0.244009,7818,0.904826,6713,0.610248,6343,0.426631,6330
98,Aguascalientes,2021-03-03,2021-3,0.01968,8405,0.226836,7935,0.911156,7063,0.61824,6698,0.416918,6694
99,Aguascalientes,2021-03-04,2021-3,0.020523,8056,0.230814,7590,0.906552,6737,0.59994,6366,0.402849,6354
100,Aguascalientes,2021-03-08,2021-3,0.019208,7572,0.219207,7131,0.918884,6297,0.598982,5930,0.409068,5918
101,Aguascalientes,2021-03-09,2021-3,0.018618,7585,0.225029,7140,0.916241,6312,0.602859,5966,0.408084,5958
102,Aguascalientes,2021-03-10,2021-3,0.018467,7677,0.214824,7246,0.911756,6411,0.603761,6068,0.419383,6062
103,Aguascalientes,2021-03-11,2021-3,0.015791,7443,0.204083,6997,0.916116,6145,0.599048,5825,0.423616,5819
104,Aguascalientes,2021-03-14,2021-3,0.018517,6729,0.215379,6343,0.912489,5598,0.593897,5304,0.394029,5297
105,Aguascalientes,2021-03-15,2021-3,0.01866,7788,0.211392,7385,0.919616,6491,0.595749,6142,0.401522,6135
106,Aguascalientes,2021-03-16,2021-3,0.014265,8268,0.207811,7826,0.915852,6883,0.604715,6496,0.397958,6480
107,Aguascalientes,2021-03-17,2021-3,0.015163,7922,0.202839,7479,0.917557,6561,0.590922,6223,0.39618,6210
108,Aguascalientes,2021-03-19,2021-3,0.015822,7228,0.198263,6846,0.921998,6044,0.57897,5686,0.400886,5680
109,Aguascalientes,2021-03-23,2021-3,0.019653,7505,0.205052,7096,0.91258,6272,0.596929,5904,0.409558,5896
110,Aguascalientes,2021-03-24,2021-3,0.01607,7554,0.185588,7090,0.911538,6237,0.592061,5938,0.39877,5930
111,Aguascalientes,2021-03-25,2021-3,0.020448,7433,0.201392,6997,0.908224,6170,0.581753,5870,0.404842,5861
112,Aguascalientes,2021-03-28,2021-3,0.014128,7042,0.18869,6636,0.916321,5839,0.578068,5530,0.384332,5521
113,Aguascalientes,2021-03-29,2021-3,0.013598,7330,0.171007,6963,0.912743,6115,0.575135,5783,0.384595,5774
114,Aguascalientes,2021-03-30,2021-3,0.0168,7513,0.171351,7062,0.904226,6244,0.585547,5895,0.394012,5886
115,Aguascalientes,2021-04-05,2021-4,0.015765,7450,0.161102,7031,0.920454,6194,0.566236,5795,0.398114,5780
116,Aguascalientes,2021-04-06,2021-4,0.018872,7718,0.161371,7303,0.917665,6492,0.594157,6139,0.405654,6126
117,Aguascalientes,2021-04-07,2021-4,0.016013,7234,0.167474,6837,0.916187,6058,0.583555,5743,0.394371,5739
118,Aguascalientes,2021-04-12,2021-4,0.020917,7393,0.17199,6962,0.909599,6110,0.584777,5741,0.386821,5732
119,Aguascalientes,2021-04-13,2021-4,0.01813,7329,0.178154,6902,0.922867,6077,0.586251,5742,0.395303,5736
120,Aguascalientes,2021-05-19,2021-5,0.016031,5363,0.131451,5071,0.922229,4588,0.558639,4338,0.372628,4335
121,Aguascalientes,2021-07-20,2021-7,0.032282,7587,0.234732,7428,0.887071,7107,0.560386,3317,0.354431,3297
122,Aguascalientes,2021-07-26,2021-7,0.034829,7887,0.268274,7730,0.880245,7367,0.563748,3491,0.365675,3472
123,Aguascalientes,2021-07-29,2021-7,0.041523,7759,0.287106,7581,0.879627,7234,0.556499,3444,0.358871,3433
124,Aguascalientes,2021-08-03,2021-8,0.041114,8502,0.302044,8311,0.869566,7934,0.583556,3866,0.375586,3855
125,Aguascalientes,2021-08-04,2021-8,0.039261,8496,0.308766,8288,0.871765,7928,0.568017,3838,0.359552,3824
126,Aguascalientes,2021-08-05,2021-8,0.036445,8511,0.308966,8340,0.87644,7982,0.572046,3823,0.375968,3806
127,Aguascalientes,2021-08-06,2021-8,0.036451,8131,0.323714,7980,0.884334,7605,0.584978,3747,0.37718,3732
128,Aguascalientes,2021-08-07,2021-8,0.044682,7688,0.332452,7504,0.888667,7160,0.562416,3442,0.378929,3427
129,Aguascalientes,2021-08-08,2021-8,0.033461,8154,0.314534,7997,0.876948,7645,0.573984,3699,0.368083,3683
130,Aguascalientes,2021-08-09,2021-8,0.039995,8358,0.310627,8183,0.883388,7821,0.591213,3811,0.377935,3804
131,Aguascalientes,2021-08-10,2021-8,0.039303,9117,0.330322,8915,0.882851,8511,0.586196,4081,0.398856,4063
132,Aguascalientes,2021-08-11,2021-8,0.04099,8903,0.323995,8721,0.874778,8320,0.585453,4021,0.382558,4005
133,Aguascalientes,2021-08-12,2021-8,0.044096,8637,0.335137,8472,0.882246,8092,0.572901,3872,0.383586,3872
134,Aguascalientes,2021-08-13,2021-8,0.041797,8101,0.327547,7923,0.875181,7525,0.574253,3619,0.381971,3601
135,Aguascalientes,2021-08-15,2021-8,0.042976,7836,0.337042,7674,0.879887,7298,0.561896,3522,0.349123,3501
136,Aguascalientes,2021-08-16,2021-8,0.033865,8195,0.333229,8005,0.88523,7638,0.563994,3612,0.362477,3599
137,Aguascalientes,2021-08-25,2021-8,0.039008,7446,0.319293,7265,0.887681,6945,0.557986,3321,0.377305,3312
138,Baja California,2020-11-23,2020-11,0.023153,8453,0.259751,7956,0.899553,7455,0.630136,6991,0.418631,6983
139,Baja California,2020-11-24,2020-11,0.0201,9490,0.232736,8981,0.901764,8354,0.619214,7853,0.417379,7845
140,Baja California,2020-11-25,2020-11,0.02505,9540,0.241733,8946,0.895622,8367,0.617742,7832,0.41534,7826
141,Baja California,2020-11-26,2020-11,0.025956,9315,0.236839,8774,0.901008,8205,0.624745,7676,0.425219,7666
142,Baja California,2020-11-27,2020-11,0.022256,9430,0.23537,8873,0.891489,8256,0.589907,7710,0.400846,7694
143,Baja California,2020-11-28,2020-11,0.021651,9408,0.242719,8864,0.898154,8255,0.605813,7731,0.406404,7722
144,Baja California,2020-11-29,2020-11,0.023012,9584,0.248521,9029,0.894888,8486,0.609899,8023,0.412488,8016
145,Baja California,2020-11-30,2020-11,0.022363,9851,0.245097,9330,0.88904,8674,0.613499,8123,0.414566,8114
146,Baja California,2020-12-01,2020-12,0.023906,9948,0.241851,9379,0.892697,8744,0.609179,8178,0.415534,8167
147,Baja California,2020-12-02,2020-12,0.024988,9954,0.247483,9385,0.898502,8779,0.624419,8250,0.423605,8232
148,Baja California,2020-12-03,2020-12,0.024881,9867,0.235834,9308,0.890064,8767,0.620736,8230,0.427282,8225
149,Baja California,2020-12-04,2020-12,0.020804,9635,0.242439,9076,0.896466,8526,0.627471,7946,0.421572,7937
150,Baja California,2020-12-05,2020-12,0.02308,9041,0.23803,8499,0.901317,8013,0.614438,7480,0.411524,7473
151,Baja California,2020-12-06,2020-12,0.0215,9505,0.251462,8944,0.901819,8352,0.617632,7844,0.410231,7835
152,Baja California,2020-12-07,2020-12,0.022052,9223,0.245526,8755,0.899826,8216,0.606092,7701,0.411122,7695
153,Baja California,2020-12-08,2020-12,0.019934,9166,0.247437,8708,0.905353,8126,0.605349,7619,0.405337,7611
154,Baja California,2020-12-09,2020-12,0.023227,9446,0.24733,8927,0.896631,8402,0.592926,7899,0.402285,7886
155,Baja California,2020-12-10,2020-12,0.024768,9196,0.238505,8677,0.895939,7720,0.607999,7215,0.415662,7200
156,Baja California,2020-12-11,2020-12,0.018723,8668,0.25478,8228,0.90188,7681,0.615829,7203,0.421062,7199
157,Baja California,2020-12-12,2020-12,0.02501,8496,0.251619,8051,0.893502,7545,0.603137,7121,0.399068,7111
158,Baja California,2020-12-13,2020-12,0.020927,9177,0.245119,8693,0.900853,8106,0.59774,7639,0.394567,7629
159,Baja California,2020-12-14,2020-12,0.022741,14631,0.257448,13837,0.897892,12945,0.615217,12152,0.408138,12148
160,Baja California,2020-12-15,2020-12,0.024831,11991,0.265736,11321,0.899342,10628,0.604695,9990,0.413812,9969
161,Baja California,2020-12-16,2020-12,0.023587,11067,0.255639,10493,0.896777,9866,0.609608,9306,0.4036,9297
162,Baja California,2020-12-17,2020-12,0.022697,10666,0.267599,10097,0.893905,9463,0.612933,8916,0.408418,8904
163,Baja California,2020-12-18,2020-12,0.027784,10241,0.255651,9632,0.898183,9065,0.607943,8525,0.420214,8516
164,Baja California,2020-12-19,2020-12,0.026714,10135,0.263214,9550,0.896737,8903,0.59758,8347,0.400614,8334
165,Baja California,2020-12-20,2020-12,0.024013,10709,0.25663,10106,0.901562,9516,0.601293,8990,0.402231,8977
166,Baja California,2020-12-21,2020-12,0.020288,10889,0.269043,10319,0.904519,9399,0.636985,8816,0.43288,8807
167,Baja California,2020-12-22,2020-12,0.020944,11296,0.270915,10723,0.904674,9753,0.630606,9142,0.42883,9128
168,Baja California,2020-12-23,2020-12,0.023877,10926,0.28024,10336,0.908398,9376,0.638832,8805,0.428809,8796
169,Baja California,2020-12-24,2020-12,0.02283,9029,0.281828,8499,0.912995,7682,0.602056,7193,0.393782,7180
170,Baja California,2020-12-25,2020-12,0.023172,9270,0.264675,8774,0.915363,7941,0.590452,7446,0.377872,7439
171,Baja California,2020-12-26,2020-12,0.023854,11046,0.268932,10441,0.904178,9470,0.591813,8863,0.409062,8845
172,Baja California,2020-12-27,2020-12,0.025013,11486,0.276141,10883,0.912478,9988,0.61355,9402,0.404898,9400
173,Baja California,2020-12-28,2020-12,0.024024,11262,0.276783,10704,0.900686,9747,0.614035,9136,0.409278,9132
174,Baja California,2020-12-29,2020-12,0.025406,11624,0.279241,10998,0.911571,10037,0.614136,9400,0.416815,9377
175,Baja California,2020-12-30,2020-12,0.029829,11007,0.284449,10372,0.904015,9457,0.63356,8861,0.435588,8852
176,Baja California,2020-12-31,2020-12,0.025434,9156,0.301304,8628,0.902735,7818,0.624568,7301,0.431351,7294
177,Baja California,2021-01-01,2021-1,0.027558,8937,0.297203,8414,0.90922,7359,0.59554,6927,0.392477,6927
178,Baja California,2021-01-02,2021-1,0.027343,10813,0.294187,10179,0.90779,9292,0.602062,8725,0.398245,8719
179,Baja California,2021-01-03,2021-1,0.025659,11615,0.295818,10996,0.896743,10054,0.601363,9456,0.412887,9439
180,Baja California,2021-01-04,2021-1,0.026586,11789,0.291663,11132,0.89462,10122,0.608003,9473,0.413538,9458
181,Baja California,2021-01-05,2021-1,0.028375,11801,0.309154,11145,0.903974,10164,0.629828,9512,0.431094,9503
182,Baja California,2021-01-06,2021-1,0.027781,11468,0.312398,10806,0.900617,9823,0.613215,9209,0.423092,9203
183,Baja California,2021-01-07,2021-1,0.02802,11489,0.325794,10829,0.901763,9837,0.621453,9235,0.422934,9223
184,Baja California,2021-01-08,2021-1,0.025087,11570,0.321692,10920,0.900221,9877,0.629742,9277,0.442448,9266
185,Baja California,2021-01-09,2021-1,0.028728,11166,0.333144,10512,0.896391,9538,0.612191,8949,0.416233,8939
186,Baja California,2021-01-10,2021-1,0.02899,11634,0.338563,11025,0.893083,10041,0.62121,9417,0.436893,9402
187,Baja California,2021-01-11,2021-1,0.025882,12380,0.336354,11681,0.897999,10623,0.634896,9962,0.443429,9948
188,Baja California,2021-01-12,2021-1,0.025214,12219,0.330273,11521,0.897482,10483,0.628967,9813,0.445053,9799
189,Baja California,2021-01-13,2021-1,0.033741,11718,0.335827,11068,0.901408,10028,0.634003,9386,0.443795,9376
190,Baja California,2021-01-14,2021-1,0.032466,11203,0.341764,10604,0.890825,9662,0.652804,9012,0.453565,9000
191,Baja California,2021-01-15,2021-1,0.027521,10707,0.352659,10094,0.890769,9169,0.637543,8551,0.453034,8533
192,Baja California,2021-01-16,2021-1,0.028069,10632,0.359796,10053,0.895132,9135,0.643478,8574,0.443419,8565
193,Baja California,2021-01-17,2021-1,0.02836,11481,0.347804,10821,0.900683,9824,0.632075,9176,0.451608,9167
194,Baja California,2021-01-18,2021-1,0.026321,11636,0.347763,10987,0.899436,9957,0.630937,9251,0.449232,9245
195,Baja California,2021-01-19,2021-1,0.028009,11752,0.352946,11128,0.898541,10083,0.631651,9408,0.455216,9396
196,Baja California,2021-01-20,2021-1,0.027692,12109,0.366027,11415,0.899229,10383,0.634057,9728,0.438226,9716
197,Baja California,2021-01-21,2021-1,0.029858,12240,0.364684,11581,0.898512,10486,0.643108,9804,0.443104,9786
198,Baja California,2021-01-22,2021-1,0.027522,11426,0.358522,10801,0.899615,9773,0.625657,9121,0.454531,9116
199,Baja California,2021-01-23,2021-1,0.027433,11310,0.369648,10692,0.901534,9690,0.635736,9041,0.446446,9035
200,Baja California,2021-01-24,2021-1,0.02715,11810,0.362336,11145,0.911272,10096,0.630131,9544,0.439029,9532
201,Baja California,2021-01-25,2021-1,0.028547,12215,0.361396,11607,0.902883,10543,0.64336,9857,0.457773,9845
202,Baja California,2021-01-26,2021-1,0.023933,11917,0.366338,11253,0.904772,10233,0.65069,9602,0.477296,9596
203,Baja California,2021-01-27,2021-1,0.021109,12232,0.356876,11543,0.903237,10508,0.63213,9852,0.441583,9840
204,Baja California,2021-01-28,2021-1,0.025193,11357,0.35719,10777,0.90077,9762,0.649242,9151,0.45881,9142
205,Baja California,2021-01-29,2021-1,0.021547,9851,0.351437,9272,0.893424,8402,0.631942,7863,0.44717,7852
206,Baja California,2021-01-30,2021-1,0.025186,9476,0.34905,8954,0.901811,8137,0.622941,7633,0.430218,7621
207,Baja California,2021-01-31,2021-1,0.023357,9595,0.341651,9059,0.902397,8202,0.6382,7690,0.435028,7682
208,Baja California,2021-02-01,2021-2,0.024613,7477,0.353936,7070,0.909324,6150,0.630983,5764,0.439213,5757
209,Baja California,2021-02-02,2021-2,0.022645,9146,0.313685,8643,0.902684,7823,0.639428,7378,0.458144,7369
210,Baja California,2021-02-03,2021-2,0.018474,11664,0.330387,10970,0.907992,10014,0.633608,9449,0.446462,9434
211,Baja California,2021-02-04,2021-2,0.019595,10232,0.333053,9712,0.907259,8878,0.628054,8411,0.444192,8401
212,Baja California,2021-02-05,2021-2,0.021791,9138,0.320826,8621,0.904082,7863,0.628032,7431,0.430901,7427
213,Baja California,2021-02-06,2021-2,0.021237,8935,0.319771,8418,0.903888,7558,0.619982,7170,0.439613,7171
214,Baja California,2021-02-07,2021-2,0.019606,9007,0.325217,8496,0.901862,7627,0.616277,7271,0.424665,7260
215,Baja California,2021-02-08,2021-2,0.020418,9206,0.313195,8676,0.9019,7774,0.623168,7398,0.432711,7385
216,Baja California,2021-02-09,2021-2,0.021758,9225,0.309051,8720,0.902649,7818,0.62146,7414,0.440361,7408
217,Baja California,2021-02-10,2021-2,0.022925,9020,0.302482,8544,0.907268,7656,0.634522,7260,0.451081,7255
218,Baja California,2021-02-11,2021-2,0.020926,8591,0.301004,8119,0.902703,7353,0.624298,6994,0.434217,6980
219,Baja California,2021-02-12,2021-2,0.02175,12702,0.305506,11986,0.904593,10738,0.613046,10229,0.429158,10218
220,Baja California,2021-02-13,2021-2,0.023822,9516,0.285549,9013,0.906142,8063,0.615513,7657,0.428127,7651
221,Baja California,2021-02-14,2021-2,0.017848,8274,0.2881,7820,0.91388,6982,0.628427,6649,0.438111,6643
222,Baja California,2021-02-15,2021-2,0.019422,9072,0.285075,8589,0.901748,7674,0.614402,7258,0.42656,7243
223,Baja California,2021-02-16,2021-2,0.021796,9333,0.279405,8789,0.901906,7829,0.615606,7452,0.412147,7442
224,Baja California,2021-02-17,2021-2,0.019626,9215,0.273882,8686,0.908501,7815,0.618171,7436,0.438449,7422
225,Baja California,2021-02-18,2021-2,0.018112,8810,0.279476,8329,0.905104,7493,0.621667,7081,0.432626,7070
226,Baja California,2021-02-19,2021-2,0.021726,8579,0.265034,8033,0.898882,7228,0.611995,6860,0.421218,6846
