,survey_information,survey_information,,covid_19,covid_19,know_people_sick,know_people_sick,wear_a_mask,wear_a_mask,financial_concern,financial_concern,food_lackness_concern,food_lackness_concern
,region_where_applied,survey_date,survey_date_short,indicator_percentage,sample_size,indicator_percentage,sample_size,indicator_percentage,sample_size,indicator_percentage,sample_size,indicator_percentage,sample_size
3326,Morelos,2021-08-27,2021-8,0.036254,6717,0.321861,6593,0.878052,6318,0.576084,3072,0.386834,3060
3327,Morelos,2021-08-28,2021-8,0.038473,6275,0.316216,6123,0.876206,5825,0.555743,2839,0.363623,2833
3328,Morelos,2021-08-29,2021-8,0.042225,6508,0.304309,6393,0.865752,6106,0.551568,2919,0.350003,2912
3329,Morelos,2021-08-30,2021-8,0.036635,6735,0.296413,6591,0.87743,6289,0.559812,2946,0.370068,2934
3330,Morelos,2021-08-31,2021-8,0.041448,6715,0.311983,6582,0.873628,6256,0.554982,2994,0.36243,2985
3331,Morelos,2021-09-01,2021-9,0.030845,6615,0.300567,6477,0.887018,6168,0.560717,2998,0.342143,2990
3332,Morelos,2021-09-02,2021-9,0.035253,6406,0.299359,6269,0.881614,5976,0.558019,2904,0.366709,2892
3333,Morelos,2021-09-03,2021-9,0.039055,6034,0.287748,5888,0.888625,5633,0.567779,2658,0.3651,2648
3334,Morelos,2021-09-04,2021-9,0.035726,5912,0.290651,5786,0.875119,5499,0.524954,2642,0.330887,2633
3335,Morelos,2021-09-05,2021-9,0.032399,6154,0.292556,6016,0.889896,5747,0.541554,2752,0.361131,2740
3336,Morelos,2021-09-06,2021-9,0.028437,6345,0.277135,6206,0.879612,5903,0.545158,2844,0.346367,2825
3337,Morelos,2021-09-07,2021-9,0.034465,6286,0.274335,6151,0.887554,5889,0.550308,2794,0.366463,2780
3338,Morelos,2021-09-08,2021-9,0.033175,6164,0.289201,6020,0.878524,5768,0.552859,2771,0.374675,2762
3339,Morelos,2021-09-09,2021-9,0.029824,6073,0.27496,5938,0.883654,5683,0.542879,2780,0.335225,2775
3340,Morelos,2021-09-10,2021-9,0.030264,5796,0.270474,5681,0.879988,5435,0.543873,2634,0.340816,2617
3341,México,2020-11-23,2020-11,0.023153,8453,0.259751,7956,0.899553,7455,0.630136,6991,0.418631,6983
3342,México,2020-11-24,2020-11,0.0201,9490,0.232736,8981,0.901764,8354,0.619214,7853,0.417379,7845
3343,México,2020-11-25,2020-11,0.02505,9540,0.241733,8946,0.895622,8367,0.617742,7832,0.41534,7826
3344,México,2020-11-26,2020-11,0.025956,9315,0.236839,8774,0.901008,8205,0.624745,7676,0.425219,7666
3345,México,2020-11-27,2020-11,0.022256,9430,0.23537,8873,0.891489,8256,0.589907,7710,0.400846,7694
3346,México,2020-11-28,2020-11,0.021651,9408,0.242719,8864,0.898154,8255,0.605813,7731,0.406404,7722
3347,México,2020-11-29,2020-11,0.023012,9584,0.248521,9029,0.894888,8486,0.609899,8023,0.412488,8016
3348,México,2020-11-30,2020-11,0.022363,9851,0.245097,9330,0.88904,8674,0.613499,8123,0.414566,8114
3349,México,2020-12-01,2020-12,0.023906,9948,0.241851,9379,0.892697,8744,0.609179,8178,0.415534,8167
3350,México,2020-12-02,2020-12,0.024988,9954,0.247483,9385,0.898502,8779,0.624419,8250,0.423605,8232
3351,México,2020-12-03,2020-12,0.024881,9867,0.235834,9308,0.890064,8767,0.620736,8230,0.427282,8225
3352,México,2020-12-04,2020-12,0.020804,9635,0.242439,9076,0.896466,8526,0.627471,7946,0.421572,7937
3353,México,2020-12-05,2020-12,0.02308,9041,0.23803,8499,0.901317,8013,0.614438,7480,0.411524,7473
3354,México,2020-12-06,2020-12,0.0215,9505,0.251462,8944,0.901819,8352,0.617632,7844,0.410231,7835
3355,México,2020-12-07,2020-12,0.022052,9223,0.245526,8755,0.899826,8216,0.606092,7701,0.411122,7695
3356,México,2020-12-08,2020-12,0.019934,9166,0.247437,8708,0.905353,8126,0.605349,7619,0.405337,7611
3357,México,2020-12-09,2020-12,0.023227,9446,0.24733,8927,0.896631,8402,0.592926,7899,0.402285,7886
3358,México,2020-12-10,2020-12,0.024768,9196,0.238505,8677,0.895939,7720,0.607999,7215,0.415662,7200
3359,México,2020-12-11,2020-12,0.018723,8668,0.25478,8228,0.90188,7681,0.615829,7203,0.421062,7199
3360,México,2020-12-12,2020-12,0.02501,8496,0.251619,8051,0.893502,7545,0.603137,7121,0.399068,7111
3361,México,2020-12-13,2020-12,0.020927,9177,0.245119,8693,0.900853,8106,0.59774,7639,0.394567,7629
3362,México,2020-12-14,2020-12,0.022741,14631,0.257448,13837,0.897892,12945,0.615217,12152,0.408138,12148
3363,México,2020-12-15,2020-12,0.024831,11991,0.265736,11321,0.899342,10628,0.604695,9990,0.413812,9969
3364,México,2020-12-16,2020-12,0.023587,11067,0.255639,10493,0.896777,9866,0.609608,9306,0.4036,9297
3365,México,2020-12-17,2020-12,0.022697,10666,0.267599,10097,0.893905,9463,0.612933,8916,0.408418,8904
3366,México,2020-12-18,2020-12,0.027784,10241,0.255651,9632,0.898183,9065,0.607943,8525,0.420214,8516
3367,México,2020-12-19,2020-12,0.026714,10135,0.263214,9550,0.896737,8903,0.59758,8347,0.400614,8334
3368,México,2020-12-20,2020-12,0.024013,10709,0.25663,10106,0.901562,9516,0.601293,8990,0.402231,8977
3369,México,2020-12-21,2020-12,0.020288,10889,0.269043,10319,0.904519,9399,0.636985,8816,0.43288,8807
3370,México,2020-12-22,2020-12,0.020944,11296,0.270915,10723,0.904674,9753,0.630606,9142,0.42883,9128
3371,México,2020-12-23,2020-12,0.023877,10926,0.28024,10336,0.908398,9376,0.638832,8805,0.428809,8796
3372,México,2020-12-24,2020-12,0.02283,9029,0.281828,8499,0.912995,7682,0.602056,7193,0.393782,7180
3373,México,2020-12-25,2020-12,0.023172,9270,0.264675,8774,0.915363,7941,0.590452,7446,0.377872,7439
3374,México,2020-12-26,2020-12,0.023854,11046,0.268932,10441,0.904178,9470,0.591813,8863,0.409062,8845
3375,México,2020-12-27,2020-12,0.025013,11486,0.276141,10883,0.912478,9988,0.61355,9402,0.404898,9400
3376,México,2020-12-28,2020-12,0.024024,11262,0.276783,10704,0.900686,9747,0.614035,9136,0.409278,9132
3377,México,2020-12-29,2020-12,0.025406,11624,0.279241,10998,0.911571,10037,0.614136,9400,0.416815,9377
3378,México,2020-12-30,2020-12,0.029829,11007,0.284449,10372,0.904015,9457,0.63356,8861,0.435588,8852
3379,México,2020-12-31,2020-12,0.025434,9156,0.301304,8628,0.902735,7818,0.624568,7301,0.431351,7294
3380,México,2021-01-01,2021-1,0.027558,8937,0.297203,8414,0.90922,7359,0.59554,6927,0.392477,6927
3381,México,2021-01-02,2021-1,0.027343,10813,0.294187,10179,0.90779,9292,0.602062,8725,0.398245,8719
3382,México,2021-01-03,2021-1,0.025659,11615,0.295818,10996,0.896743,10054,0.601363,9456,0.412887,9439
3383,México,2021-01-04,2021-1,0.026586,11789,0.291663,11132,0.89462,10122,0.608003,9473,0.413538,9458
3384,México,2021-01-05,2021-1,0.028375,11801,0.309154,11145,0.903974,10164,0.629828,9512,0.431094,9503
3385,México,2021-01-06,2021-1,0.027781,11468,0.312398,10806,0.900617,9823,0.613215,9209,0.423092,9203
3386,México,2021-01-07,2021-1,0.02802,11489,0.325794,10829,0.901763,9837,0.621453,9235,0.422934,9223
3387,México,2021-01-08,2021-1,0.025087,11570,0.321692,10920,0.900221,9877,0.629742,9277,0.442448,9266
3388,México,2021-01-09,2021-1,0.028728,11166,0.333144,10512,0.896391,9538,0.612191,8949,0.416233,8939
3389,México,2021-01-10,2021-1,0.02899,11634,0.338563,11025,0.893083,10041,0.62121,9417,0.436893,9402
3390,México,2021-01-11,2021-1,0.025882,12380,0.336354,11681,0.897999,10623,0.634896,9962,0.443429,9948
3391,México,2021-01-12,2021-1,0.025214,12219,0.330273,11521,0.897482,10483,0.628967,9813,0.445053,9799
3392,México,2021-01-13,2021-1,0.033741,11718,0.335827,11068,0.901408,10028,0.634003,9386,0.443795,9376
3393,México,2021-01-14,2021-1,0.032466,11203,0.341764,10604,0.890825,9662,0.652804,9012,0.453565,9000
3394,México,2021-01-15,2021-1,0.027521,10707,0.352659,10094,0.890769,9169,0.637543,8551,0.453034,8533
3395,México,2021-01-16,2021-1,0.028069,10632,0.359796,10053,0.895132,9135,0.643478,8574,0.443419,8565
3396,México,2021-01-17,2021-1,0.02836,11481,0.347804,10821,0.900683,9824,0.632075,9176,0.451608,9167
3397,México,2021-01-18,2021-1,0.026321,11636,0.347763,10987,0.899436,9957,0.630937,9251,0.449232,9245
3398,México,2021-01-19,2021-1,0.028009,11752,0.352946,11128,0.898541,10083,0.631651,9408,0.455216,9396
3399,México,2021-01-20,2021-1,0.027692,12109,0.366027,11415,0.899229,10383,0.634057,9728,0.438226,9716
3400,México,2021-01-21,2021-1,0.029858,12240,0.364684,11581,0.898512,10486,0.643108,9804,0.443104,9786
3401,México,2021-01-22,2021-1,0.027522,11426,0.358522,10801,0.899615,9773,0.625657,9121,0.454531,9116
3402,México,2021-01-23,2021-1,0.027433,11310,0.369648,10692,0.901534,9690,0.635736,9041,0.446446,9035
3403,México,2021-01-24,2021-1,0.02715,11810,0.362336,11145,0.911272,10096,0.630131,9544,0.439029,9532
3404,México,2021-01-25,2021-1,0.028547,12215,0.361396,11607,0.902883,10543,0.64336,9857,0.457773,9845
3405,México,2021-01-26,2021-1,0.023933,11917,0.366338,11253,0.904772,10233,0.65069,9602,0.477296,9596
3406,México,2021-01-27,2021-1,0.021109,12232,0.356876,11543,0.903237,10508,0.63213,9852,0.441583,9840
3407,México,2021-01-28,2021-1,0.025193,11357,0.35719,10777,0.90077,9762,0.649242,9151,0.45881,9142
3408,México,2021-01-29,2021-1,0.021547,9851,0.351437,9272,0.893424,8402,0.631942,7863,0.44717,7852
3409,México,2021-01-30,2021-1,0.025186,9476,0.34905,8954,0.901811,8137,0.622941,7633,0.430218,7621
3410,México,2021-01-31,2021-1,0.023357,9595,0.341651,9059,0.902397,8202,0.6382,7690,0.435028,7682
3411,México,2021-02-01,2021-2,0.024613,7477,0.353936,7070,0.909324,6150,0.630983,5764,0.439213,5757
3412,México,2021-02-02,2021-2,0.022645,9146,0.313685,8643,0.902684,7823,0.639428,7378,0.458144,7369
3413,México,2021-02-03,2021-2,0.018474,11664,0.330387,10970,0.907992,10014,0.633608,9449,0.446462,9434
3414,México,2021-02-04,2021-2,0.019595,10232,0.333053,9712,0.907259,8878,0.628054,8411,0.444192,8401
3415,México,2021-02-05,2021-2,0.021791,9138,0.320826,8621,0.904082,7863,0.628032,7431,0.430901,7427
3416,México,2021-02-06,2021-2,0.021237,8935,0.319771,8418,0.903888,7558,0.619982,7170,0.439613,7171
3417,México,2021-02-07,2021-2,0.019606,9007,0.325217,8496,0.901862,7627,0.616277,7271,0.424665,7260
3418,México,2021-02-08,2021-2,0.020418,9206,0.313195,8676,0.9019,7774,0.623168,7398,0.432711,7385
3419,México,2021-02-09,2021-2,0.021758,9225,0.309051,8720,0.902649,7818,0.62146,7414,0.440361,7408
3420,México,2021-02-10,2021-2,0.022925,9020,0.302482,8544,0.907268,7656,0.634522,7260,0.451081,7255
3421,México,2021-02-11,2021-2,0.020926,8591,0.301004,8119,0.902703,7353,0.624298,6994,0.434217,6980
3422,México,2021-02-12,2021-2,0.02175,12702,0.305506,11986,0.904593,10738,0.613046,10229,0.429158,10218
3423,México,2021-02-13,2021-2,0.023822,9516,0.285549,9013,0.906142,8063,0.615513,7657,0.428127,7651
3424,México,2021-02-14,2021-2,0.017848,8274,0.2881,7820,0.91388,6982,0.628427,6649,0.438111,6643
3425,México,2021-02-15,2021-2,0.019422,9072,0.285075,8589,0.901748,7674,0.614402,7258,0.42656,7243
3426,México,2021-02-16,2021-2,0.021796,9333,0.279405,8789,0.901906,7829,0.615606,7452,0.412147,7442
3427,México,2021-02-17,2021-2,0.019626,9215,0.273882,8686,0.908501,7815,0.618171,7436,0.438449,7422
3428,México,2021-02-18,2021-2,0.018112,8810,0.279476,8329,0.905104,7493,0.621667,7081,0.432626,7070
3429,México,2021-02-19,2021-2,0.021726,8579,0.265034,8033,0.898882,7228,0.611995,6860,0.421218,6846
3430,México,2021-02-20,2021-2,0.021391,8168,0.265986,7696,0.908523,6885,0.591048,6565,0.414047,6555
3431,México,2021-02-21,2021-2,0.018885,8481,0.252188,7997,0.908761,7205,0.595263,6855,0.419352,6847
3432,México,2021-02-22,2021-2,0.016661,8881,0.245858,8362,0.908105,7459,0.609182,7054,0.409585,7046
3433,México,2021-02-23,2021-2,0.017954,8966,0.245188,8461,0.905997,7611,0.602056,7228,0.421057,7212
3434,México,2021-02-24,2021-2,0.017593,8849,0.245158,8369,0.91596,7508,0.626888,7120,0.430106,7116
3435,México,2021-02-25,2021-2,0.019563,8495,0.246692,8035,0.907072,7265,0.617169,6910,0.424166,6906
3436,México,2021-02-26,2021-2,0.02078,7774,0.255463,7323,0.900132,6553,0.599621,6207,0.421349,6200
3437,México,2021-02-27,2021-2,0.021631,7625,0.255184,7173,0.911892,6372,0.591148,6032,0.390029,6025
3438,México,2021-02-28,2021-2,0.018647,7953,0.249205,7464,0.910492,6682,0.611013,6371,0.420305,6361
3439,México,2021-03-01,2021-3,0.021061,8293,0.244009,7818,0.904826,6713,0.610248,6343,0.426631,6330
3440,México,2021-03-02,2021-3,0.017741,7492,0.252178,7068,0.919965,6240,0.600668,5916,0.414447,5906
3441,México,2021-03-03,2021-3,0.01968,8405,0.226836,7935,0.911156,7063,0.61824,6698,0.416918,6694
3442,México,2021-03-04,2021-3,0.020523,8056,0.230814,7590,0.906552,6737,0.59994,6366,0.402849,6354
3443,México,2021-03-05,2021-3,0.021828,7445,0.253326,6972,0.903478,6125,0.613403,5775,0.414229,5767
3444,México,2021-03-06,2021-3,0.018045,7196,0.22126,6772,0.915359,5984,0.597192,5669,0.4045,5663
3445,México,2021-03-07,2021-3,0.01847,7836,0.225697,7385,0.913738,6481,0.605139,6150,0.402022,6146
3446,México,2021-03-08,2021-3,0.019208,7572,0.219207,7131,0.918884,6297,0.598982,5930,0.409068,5918
3447,México,2021-03-09,2021-3,0.018618,7585,0.225029,7140,0.916241,6312,0.602859,5966,0.408084,5958
3448,México,2021-03-10,2021-3,0.018467,7677,0.214824,7246,0.911756,6411,0.603761,6068,0.419383,6062
3449,México,2021-03-11,2021-3,0.015791,7443,0.204083,6997,0.916116,6145,0.599048,5825,0.423616,5819
3450,México,2021-03-12,2021-3,0.018226,7018,0.21557,6609,0.910348,5770,0.591152,5435,0.392751,5429
3451,México,2021-03-13,2021-3,0.018031,6443,0.218616,6098,0.923567,5350,0.604914,5024,0.409487,5017
3452,México,2021-03-14,2021-3,0.018517,6729,0.215379,6343,0.912489,5598,0.593897,5304,0.394029,5297
3453,México,2021-03-15,2021-3,0.01866,7788,0.211392,7385,0.919616,6491,0.595749,6142,0.401522,6135
3454,México,2021-03-16,2021-3,0.014265,8268,0.207811,7826,0.915852,6883,0.604715,6496,0.397958,6480
3455,México,2021-03-17,2021-3,0.015163,7922,0.202839,7479,0.917557,6561,0.590922,6223,0.39618,6210
3456,México,2021-03-18,2021-3,0.019005,7823,0.198758,7403,0.9042,6493,0.589181,6136,0.392622,6116
3457,México,2021-03-19,2021-3,0.015822,7228,0.198263,6846,0.921998,6044,0.57897,5686,0.400886,5680
3458,México,2021-03-20,2021-3,0.016281,6953,0.204273,6603,0.915725,5840,0.577843,5500,0.39232,5490
3459,México,2021-03-21,2021-3,0.023661,7154,0.191914,6748,0.917963,5972,0.583943,5664,0.405038,5659
3460,México,2021-03-22,2021-3,0.016293,7427,0.200805,6989,0.931424,6133,0.596496,5741,0.398329,5734
3461,México,2021-03-23,2021-3,0.019653,7505,0.205052,7096,0.91258,6272,0.596929,5904,0.409558,5896
3462,México,2021-03-24,2021-3,0.01607,7554,0.185588,7090,0.911538,6237,0.592061,5938,0.39877,5930
3463,México,2021-03-25,2021-3,0.020448,7433,0.201392,6997,0.908224,6170,0.581753,5870,0.404842,5861
3464,México,2021-03-26,2021-3,0.015968,6860,0.190417,6461,0.904847,5726,0.588988,5433,0.408574,5429
3465,México,2021-03-27,2021-3,0.017519,6828,0.19585,6473,0.912645,5670,0.569995,5340,0.383378,5327
3466,México,2021-03-28,2021-3,0.014128,7042,0.18869,6636,0.916321,5839,0.578068,5530,0.384332,5521
3467,México,2021-03-29,2021-3,0.013598,7330,0.171007,6963,0.912743,6115,0.575135,5783,0.384595,5774
3468,México,2021-03-30,2021-3,0.0168,7513,0.171351,7062,0.904226,6244,0.585547,5895,0.394012,5886
3469,México,2021-03-31,2021-3,0.015487,7296,0.171219,6903,0.918777,6084,0.581718,5719,0.395508,5711
3470,México,2021-04-01,2021-4,0.016217,7070,0.190166,6697,0.916043,5725,0.592074,5413,0.399905,5404
3471,México,2021-04-02,2021-4,0.011931,6778,0.178783,6395,0.915736,5655,0.572246,5318,0.386117,5313
3472,México,2021-04-03,2021-4,0.017876,6783,0.156757,6413,0.911288,5653,0.581011,5326,0.405345,5320
3473,México,2021-04-04,2021-4,0.01808,7000,0.168284,6613,0.921371,5814,0.579965,5477,0.387649,5474
3474,México,2021-04-05,2021-4,0.015765,7450,0.161102,7031,0.920454,6194,0.566236,5795,0.398114,5780
3475,México,2021-04-06,2021-4,0.018872,7718,0.161371,7303,0.917665,6492,0.594157,6139,0.405654,6126
3476,México,2021-04-07,2021-4,0.016013,7234,0.167474,6837,0.916187,6058,0.583555,5743,0.394371,5739
3477,México,2021-04-08,2021-4,0.014099,7011,0.181769,6619,0.919407,5850,0.584085,5528,0.392606,5519
3478,México,2021-04-09,2021-4,0.016761,6692,0.166987,6315,0.904652,5640,0.57729,5278,0.385279,5267
3479,México,2021-04-10,2021-4,0.015366,6448,0.179976,6083,0.914077,5331,0.567489,5029,0.379508,5023
3480,México,2021-04-11,2021-4,0.01425,6132,0.173888,5857,0.916556,5284,0.575406,5056,0.382833,5048
3481,México,2021-04-12,2021-4,0.020917,7393,0.17199,6962,0.909599,6110,0.584777,5741,0.386821,5732
3482,México,2021-04-13,2021-4,0.01813,7329,0.178154,6902,0.922867,6077,0.586251,5742,0.395303,5736
3483,México,2021-04-14,2021-4,0.015827,6819,0.173932,6404,0.914659,5603,0.596423,5282,0.405589,5274
3484,México,2021-04-15,2021-4,0.017853,6570,0.167967,6186,0.912087,5416,0.589494,5117,0.385731,5114
3485,México,2021-04-16,2021-4,0.013476,6048,0.170618,5689,0.917071,5017,0.578468,4750,0.391894,4746
3486,México,2021-04-17,2021-4,0.015351,5980,0.1664,5636,0.919277,5005,0.563953,4701,0.386155,4693
3487,México,2021-04-18,2021-4,0.021,6318,0.165578,5960,0.921712,5293,0.578079,5009,0.389334,5006
3488,México,2021-04-19,2021-4,0.013418,6756,0.158956,6396,0.921111,5644,0.583657,5298,0.392423,5289
3489,México,2021-04-20,2021-4,0.011453,6590,0.160458,6233,0.915813,5507,0.570794,5194,0.382283,5184
3490,México,2021-04-21,2021-4,0.019799,6593,0.158345,6249,0.922431,5503,0.579364,5179,0.387148,5173
3491,México,2021-04-22,2021-4,0.015683,6483,0.154869,6113,0.909167,5423,0.581128,5136,0.4069,5129
3492,México,2021-04-23,2021-4,0.016369,5726,0.169307,5396,0.914149,4762,0.561947,4482,0.395079,4478
3493,México,2021-04-24,2021-4,0.019229,5628,0.164764,5301,0.915365,4657,0.561779,4394,0.387162,4386
3494,México,2021-04-25,2021-4,0.017563,5792,0.16072,5456,0.92772,4843,0.574369,4590,0.39785,4578
3495,México,2021-04-26,2021-4,0.017315,6394,0.148987,6068,0.909241,5399,0.584066,5118,0.40257,5105
3496,México,2021-04-27,2021-4,0.012551,6290,0.163581,5945,0.911974,5266,0.580749,4960,0.391267,4954
3497,México,2021-04-28,2021-4,0.014789,6085,0.149649,5735,0.9195,5077,0.582554,4793,0.390322,4790
3498,México,2021-04-29,2021-4,0.014853,5813,0.149383,5454,0.910639,4849,0.592055,4558,0.418122,4553
3499,México,2021-04-30,2021-4,0.021548,4983,0.146705,4693,0.922418,4139,0.563395,3871,0.373114,3866
3500,México,2021-05-01,2021-5,0.016645,5345,0.149825,5044,0.91919,4255,0.559181,4003,0.368598,3994
3501,México,2021-05-02,2021-5,0.016262,5742,0.143082,5440,0.92195,4830,0.5724,4566,0.393918,4562
3502,México,2021-05-03,2021-5,0.016413,6092,0.146967,5743,0.924634,5094,0.578165,4783,0.385555,4779
3503,México,2021-05-04,2021-5,0.01303,5880,0.141541,5512,0.912983,4843,0.590768,4559,0.408208,4551
3504,México,2021-05-05,2021-5,0.015109,6116,0.145397,5792,0.924865,5135,0.587471,4820,0.407077,4804
3505,México,2021-05-06,2021-5,0.01188,5747,0.149938,5417,0.913787,4855,0.562943,4574,0.383117,4568
3506,México,2021-05-07,2021-5,0.014761,5354,0.150975,5061,0.92664,4464,0.581669,4213,0.391824,4210
3507,México,2021-05-08,2021-5,0.015709,5208,0.145677,4898,0.919864,4324,0.541381,4062,0.369351,4049
3508,México,2021-05-09,2021-5,0.009621,5093,0.140273,4810,0.912763,4258,0.574879,4006,0.388045,4000
3509,México,2021-05-10,2021-5,0.017387,5020,0.136402,4714,0.92189,4193,0.553922,3944,0.357149,3938
3510,México,2021-05-11,2021-5,0.016361,5878,0.141651,5560,0.919904,4906,0.561552,4635,0.374251,4628
3511,México,2021-05-12,2021-5,0.010479,6058,0.138886,5723,0.930186,5095,0.555779,4818,0.373612,4812
3512,México,2021-05-13,2021-5,0.016644,5937,0.143139,5618,0.910143,5042,0.562576,4767,0.373742,4760
3513,México,2021-05-14,2021-5,0.012761,5571,0.134763,5271,0.926845,4694,0.569975,4409,0.378867,4402
3514,México,2021-05-15,2021-5,0.015473,5461,0.141771,5112,0.908935,4538,0.553336,4289,0.364077,4278
3515,México,2021-05-16,2021-5,0.016481,5632,0.128391,5311,0.920863,4753,0.555813,4502,0.359751,4496
3516,México,2021-05-17,2021-5,0.013267,5762,0.131321,5423,0.908333,4791,0.560788,4482,0.365337,4481
3517,México,2021-05-18,2021-5,0.020596,5933,0.135101,5610,0.920221,5033,0.544411,4743,0.364063,4738
3518,México,2021-05-19,2021-5,0.016031,5363,0.131451,5071,0.922229,4588,0.558639,4338,0.372628,4335
3519,México,2021-05-20,2021-5,0.008032,496,0.172151,5126,0.893764,4836,0.555555,2296,0.350307,2684
3520,México,2021-05-21,2021-5,0.017544,457,0.167165,4992,0.886763,4704,0.54618,2242,0.364693,2593
3521,México,2021-05-22,2021-5,0.014915,385,0.169584,4941,0.88743,4636,0.547704,2177,0.356294,2470
3522,México,2021-05-23,2021-5,0.02624,437,0.171481,4912,0.900518,4628,0.533824,2229,0.354581,2563
3523,México,2021-05-24,2021-5,0.012079,442,0.162921,5230,0.89959,4922,0.556237,2340,0.360775,2664
3524,México,2021-05-25,2021-5,0.022876,480,0.165669,5179,0.885893,4859,0.555389,2385,0.372435,2762
3525,México,2021-05-26,2021-5,0.005704,445,0.163772,5198,0.886263,4894,0.52934,2350,0.335632,2695
3526,México,2021-05-27,2021-5,0.0156,444,0.164757,5041,0.893743,4730,0.542071,2240,0.337247,2582
3527,México,2021-05-28,2021-5,0.028203,420,0.162826,4734,0.889346,4434,0.524215,2119,0.371498,2436
3528,México,2021-05-29,2021-5,0.014184,386,0.162669,4631,0.88363,4363,0.546631,2099,0.356625,2403
3529,México,2021-05-30,2021-5,0.027723,444,0.164382,4899,0.903579,4613,0.521762,2198,0.336586,2543
3530,México,2021-05-31,2021-5,0.010934,378,0.158669,5027,0.883737,4712,0.527951,2234,0.342481,2530
3531,México,2021-06-01,2021-6,0.009933,403,0.155711,5400,0.896029,5105,0.527208,2405,0.335701,2697
3532,México,2021-06-02,2021-6,0.014637,454,0.18128,5324,0.899084,5000,0.564031,2345,0.376291,2710
3533,México,2021-06-03,2021-6,0.006055,380,0.164638,4828,0.888766,4561,0.550281,2137,0.337069,2421
3534,México,2021-06-04,2021-6,0.027869,385,0.15933,4522,0.882641,4258,0.551445,2107,0.347652,2415
3535,México,2021-06-05,2021-6,0.005656,349,0.178455,4452,0.886261,4215,0.52115,2013,0.330838,2271
3536,México,2021-06-06,2021-6,0.026951,341,0.157349,4253,0.903942,3996,0.553529,1864,0.35571,2116
3537,México,2021-06-07,2021-6,0.015528,375,0.138478,4480,0.908154,4254,0.506683,2103,0.325319,2399
3538,México,2021-06-08,2021-6,0.013319,5092,0.121519,4988,0.892004,4740,0.543494,2247,0.347153,2566
3539,México,2021-06-09,2021-6,0.015293,5164,0.135438,5072,0.897812,4836,0.556081,2287,0.349442,2586
3540,México,2021-06-10,2021-6,0.02016,5183,0.136835,5083,0.896775,4837,0.552657,2253,0.348983,2589
3541,México,2021-06-11,2021-6,0.018903,4929,0.133058,4821,0.880354,4591,0.525442,2150,0.330098,2449
3542,México,2021-06-12,2021-6,0.01968,4629,0.120175,4548,0.889708,4323,0.561372,2100,0.35792,2395
3543,México,2021-06-13,2021-6,0.020537,5045,0.127289,4951,0.887612,4696,0.551583,2248,0.372852,2561
3544,México,2021-06-14,2021-6,0.016712,5258,0.129,5146,0.879413,4888,0.557435,2336,0.356945,2684
3545,México,2021-06-15,2021-6,0.014237,5309,0.13579,5187,0.885421,4967,0.528248,2389,0.347358,2722
3546,México,2021-06-16,2021-6,0.014454,5166,0.127652,5068,0.891513,4835,0.564358,2326,0.371309,2611
3547,México,2021-06-17,2021-6,0.019298,4107,0.129378,4005,0.883352,3801,0.550042,1851,0.361713,2098
3548,México,2021-06-18,2021-6,0.023425,2756,0.142844,2688,0.890175,2557,0.552571,1207,0.36098,1323
3549,México,2021-06-19,2021-6,0.022748,2545,0.15345,2496,0.885467,2368,0.557314,1137,0.366509,1134
3550,México,2021-06-20,2021-6,0.016446,2353,0.134775,2297,0.881735,2188,0.548296,1008,0.365585,994
3551,México,2021-06-21,2021-6,0.018657,2564,0.12073,2505,0.869628,2370,0.569907,1121,0.364968,1108
3552,México,2021-06-22,2021-6,0.019537,2810,0.157092,2751,0.884977,2606,0.562035,1253,0.361832,1243
3553,México,2021-06-23,2021-6,0.017255,2787,0.134278,2726,0.884115,2612,0.541809,1228,0.377906,1217
3554,México,2021-06-24,2021-6,0.025883,2600,0.139141,2537,0.869658,2408,0.59768,1187,0.396897,1176
3555,México,2021-06-25,2021-6,0.018831,3429,0.14702,3364,0.872047,3199,0.568791,1484,0.360771,1478
3556,México,2021-06-26,2021-6,0.021384,4755,0.146746,4673,0.867912,4456,0.526005,2103,0.332982,2093
3557,México,2021-06-27,2021-6,0.018825,5232,0.153486,5128,0.889635,4877,0.541388,2279,0.336069,2274
3558,México,2021-06-28,2021-6,0.020549,5588,0.136811,5464,0.884344,5206,0.534098,2436,0.331608,2428
3559,México,2021-06-29,2021-6,0.024282,5713,0.154567,5599,0.88539,5345,0.541672,2510,0.331705,2503
3560,México,2021-06-30,2021-6,0.018012,5483,0.152635,5391,0.896552,5143,0.551327,2525,0.348568,2518
3561,México,2021-07-01,2021-7,0.024203,5451,0.157209,5356,0.887732,5085,0.56217,2449,0.35194,2437
3562,México,2021-07-02,2021-7,0.02108,5265,0.155717,5162,0.889143,4913,0.530876,2320,0.345894,2312
3563,México,2021-07-03,2021-7,0.024076,5425,0.169859,5323,0.893925,5072,0.54103,2429,0.343161,2420
3564,México,2021-07-04,2021-7,0.02482,5543,0.148042,5428,0.887431,5186,0.534126,2424,0.334845,2420
3565,México,2021-07-05,2021-7,0.020108,6043,0.168156,5916,0.897126,5619,0.54883,2669,0.342025,2654
3566,México,2021-07-06,2021-7,0.02159,6227,0.169001,6106,0.881407,5794,0.525978,2783,0.338638,2771
3567,México,2021-07-07,2021-7,0.024144,6501,0.169638,6389,0.890456,6079,0.559454,2822,0.354176,2812
